episode,return,success,collisions,steps
262,-15.894680445790263,0,0,200
258,-14.923345001935933,0,0,200
263,-14.791431514322738,0,0,200
259,-15.140391109287714,0,0,200
264,-15.964277898669216,0,0,200
260,-15.787967012226552,0,0,200
265,-14.48816910922525,0,0,200
261,-15.43809806644914,0,0,200
262,-15.894680445790263,0,0,200
263,-14.791431514322738,0,0,200
264,-15.964277898669216,0,0,200
265,-14.48816910922525,0,0,200
266,-15.334434650242304,0,0,200
267,-15.948154210448234,0,0,200
268,-15.610126831531497,0,0,200
269,-15.798869841694804,0,0,200
270,-15.768352585434888,0,0,200
266,-15.334434650242304,0,0,200
271,-15.773436831831901,0,0,200
267,-15.948154210448234,0,0,200
272,-15.72710510134694,0,0,200
268,-15.610126831531497,0,0,200
273,-15.409093120098085,0,0,200
269,-15.798869841694804,0,0,200
274,-15.832214378714536,0,0,200
270,-15.768352585434888,0,0,200
275,-15.726918383836725,0,0,200
271,-15.773436831831901,0,0,200
272,-15.72710510134694,0,0,200
273,-15.409093120098085,0,0,200
274,-15.832214378714536,0,0,200
275,-15.726918383836725,0,0,200
276,-15.800093572735754,0,0,200
277,-15.837144514322254,0,0,200
278,-15.72428826034066,0,0,200
279,-15.531176104545565,0,0,200
280,-16.02286856412885,0,0,200
276,-15.800093572735754,0,0,200
281,-15.468243997693035,0,0,200
277,-15.837144514322254,0,0,200
282,-15.751323761939975,0,0,200
278,-15.72428826034066,0,0,200
283,-15.90973654329774,0,0,200
279,-15.531176104545565,0,0,200
284,-15.910990207791302,0,0,200
280,-16.02286856412885,0,0,200
285,-15.516835420727702,0,0,200
281,-15.468243997693035,0,0,200
282,-15.751323761939975,0,0,200
283,-15.90973654329774,0,0,200
284,-15.910990207791302,0,0,200
285,-15.516835420727702,0,0,200
286,-15.91030558586118,0,0,200
287,-15.866365670561763,0,0,200
288,-15.754795497059792,0,0,200
289,-15.571155136227585,0,0,200
290,-15.577345337867712,0,0,200
286,-15.91030558586118,0,0,200
291,-15.484036230444882,0,0,200
287,-15.866365670561763,0,0,200
292,-15.828308849930735,0,0,200
288,-15.754795497059792,0,0,200
293,-15.569146960377667,0,0,200
289,-15.571155136227585,0,0,200
294,-15.707606872320149,0,0,200
290,-15.577345337867712,0,0,200
295,-15.500078901052449,0,0,200
291,-15.484036230444882,0,0,200
292,-15.828308849930735,0,0,200
293,-15.569146960377667,0,0,200
294,-15.707606872320149,0,0,200
295,-15.500078901052449,0,0,200
296,-15.681813755035375,0,0,200
297,-15.221386703252765,0,0,200
298,-14.61778413444755,0,0,200
299,-14.858077673017956,0,0,200
296,-15.681813755035375,0,0,200
297,-15.221386703252765,0,0,200
298,-14.61778413444755,0,0,200
299,-14.858077673017956,0,0,200
